Trade #,Buy Amount (USDT),Sell Gross (USDT),Fee (0.4%),Sell After Fee,Net Profit,Total Capital (USDT),Total Capital (INR),Growth %
656,676.861524,687.014447,2.748058,684.266389,7.404865,747.797373,59823.79,74679.74
657,683.63014,693.884592,2.775538,691.109053,7.478914,755.276286,60422.1,75427.63
658,690.466441,700.823438,2.803294,698.020144,7.553703,762.829989,61026.4,76183
659,697.371105,707.831672,2.831327,705.000345,7.62924,770.459229,61636.74,76945.92
660,704.344816,714.909989,2.85964,712.050349,7.705532,778.164761,62253.18,77716.48
661,711.388265,722.059089,2.888236,719.170852,7.782588,785.947349,62875.79,78494.73
662,718.502147,729.279679,2.917119,726.362561,7.860413,793.807763,63504.62,79280.78
663,725.687169,736.572476,2.94629,733.626186,7.939018,801.74678,64139.74,80074.68
664,732.94404,743.938201,2.975753,740.962448,8.018408,809.765188,64781.22,80876.52
665,740.273481,751.377583,3.00551,748.372073,8.098592,817.86378,65429.1,81686.38
666,747.676216,758.891359,3.035565,755.855793,8.179578,826.043358,66083.47,82504.34
667,755.152978,766.480272,3.065921,763.414351,8.261374,834.304731,66744.38,83330.47
668,762.704507,774.145075,3.09658,771.048495,8.343987,842.648719,67411.9,84164.87
669,770.331553,781.886526,3.127546,778.75898,8.427427,851.076146,68086.09,85007.61
670,778.034868,789.705391,3.158822,786.54657,8.511701,859.587847,68767.03,85858.78
671,785.815217,797.602445,3.19041,794.412035,8.596818,868.184666,69454.77,86718.47
672,793.673369,805.578469,3.222314,802.356156,8.682787,876.867452,70149.4,87586.75
673,801.610103,813.634254,3.254537,810.379717,8.769615,885.637067,70850.97,88463.71
674,809.626204,821.770597,3.287082,818.483514,8.857311,894.494377,71559.55,89349.44
675,817.722466,829.988303,3.319953,826.668349,8.945884,903.440261,72275.22,90244.03
676,825.89969,838.288186,3.353153,834.935033,9.035343,912.475604,72998.05,91147.56
677,834.158687,846.671068,3.386684,843.284383,9.125696,921.6013,73728.1,92060.13
678,842.500274,855.137778,3.420551,851.717227,9.216953,930.818253,74465.46,92981.83
679,850.925277,863.689156,3.454757,860.234399,9.309123,940.127375,75210.19,93912.74
680,859.43453,872.326048,3.489304,868.836743,9.402214,949.529589,75962.37,94852.96
681,868.028875,881.049308,3.524197,877.525111,9.496236,959.025825,76722.07,95802.58
682,876.709164,889.859801,3.559439,886.300362,9.591198,968.617023,77489.36,96761.7
683,885.476255,898.758399,3.595034,895.163366,9.68711,978.304134,78264.33,97730.41
684,894.331018,907.745983,3.630984,904.114999,9.783981,988.088115,79047.05,98708.81
685,903.274328,916.823443,3.667294,913.156149,9.881821,997.969936,79837.59,99696.99
686,912.307071,925.991677,3.703967,922.287711,9.980639,1007.950575,80636.05,100695.06
687,921.430142,935.251594,3.741006,931.510588,10.080446,1018.031021,81442.48,101703.1
688,930.644443,944.60411,3.778416,940.825694,10.18125,1028.212271,82256.98,102721.23
689,939.950888,954.050151,3.816201,950.233951,10.283063,1038.495334,83079.63,103749.53
690,949.350397,963.590653,3.854363,959.73629,10.385893,1048.881227,83910.5,104788.12
691,958.843901,973.226559,3.892906,969.333653,10.489752,1059.37098,84749.68,105837.1
692,968.43234,982.958825,3.931835,979.02699,10.59465,1069.965629,85597.25,106896.56
693,978.116663,992.788413,3.971154,988.817259,10.700596,1080.666226,86453.3,107966.62
694,987.89783,1002.716297,4.010865,998.705432,10.807602,1091.473828,87317.91,109047.38
695,997.776808,1012.74346,4.050974,1008.692486,10.915678,1102.389506,88191.16,110138.95
696,1007.754576,1022.870895,4.091484,1018.779411,11.024835,1113.414341,89073.15,111241.43
697,1017.832122,1033.099604,4.132398,1028.967205,11.135083,1124.549425,89963.95,112354.94
698,1028.010443,1043.4306,4.173722,1039.256877,11.246434,1135.795859,90863.67,113479.59
699,1038.290548,1053.864906,4.21546,1049.649446,11.358899,1147.154758,91772.38,114615.48
700,1048.673453,1064.403555,4.257614,1060.145941,11.472488,1158.627245,92690.18,115762.72
701,1059.160188,1075.04759,4.30019,1070.7474,11.587212,1170.214458,93617.16,116921.45
702,1069.751789,1085.798066,4.343192,1081.454874,11.703085,1181.917542,94553.4,118091.75
703,1080.449307,1096.656047,4.386624,1092.269423,11.820115,1193.737658,95499.01,119273.77
704,1091.2538,1107.622607,4.43049,1103.192117,11.938317,1205.675974,96454.08,120467.6
705,1102.166338,1118.698833,4.474795,1114.224038,12.0577,1217.733674,97418.69,121673.37
706,1113.188002,1129.885822,4.519543,1125.366279,12.178277,1229.911951,98392.96,122891.2
707,1124.319882,1141.18468,4.564739,1136.619941,12.30006,1242.21201,99376.96,124121.2
708,1135.563081,1152.596527,4.610386,1147.986141,12.42306,1254.63507,100370.81,125363.51
709,1146.918711,1164.122492,4.65649,1159.466002,12.547291,1267.182361,101374.59,126618.24
710,1158.387899,1175.763717,4.703055,1171.060662,12.672764,1279.855125,102388.41,127885.51
711,1169.971778,1187.521354,4.750085,1182.771269,12.799491,1292.654616,103412.37,129165.46
712,1181.671495,1199.396568,4.797586,1194.598981,12.927486,1305.582102,104446.57,130458.21
713,1193.48821,1211.390533,4.845562,1206.544971,13.056761,1318.638863,105491.11,131763.89
714,1205.423092,1223.504439,4.894018,1218.610421,13.187329,1331.826192,106546.1,133082.62
715,1217.477323,1235.739483,4.942958,1230.796525,13.319202,1345.145394,107611.63,134414.54
716,1229.652097,1248.096878,4.992388,1243.10449,13.452394,1358.597788,108687.82,135759.78
717,1241.948618,1260.577847,5.042311,1255.535535,13.586918,1372.184705,109774.78,137118.47
718,1254.368104,1273.183625,5.092735,1268.090891,13.722787,1385.907492,110872.6,138490.75
719,1266.911785,1285.915461,5.143662,1280.7718,13.860015,1399.767507,111981.4,139876.75
720,1279.580903,1298.774616,5.195098,1293.579518,13.998615,1413.766122,113101.29,141276.61
721,1292.376712,1311.762362,5.247049,1306.515313,14.138601,1427.904724,114232.38,142690.47
722,1305.300479,1324.879986,5.29952,1319.580466,14.279987,1442.184711,115374.78,144118.47
723,1318.353483,1338.128786,5.352515,1332.776271,14.422787,1456.607498,116528.6,145560.75
724,1331.537018,1351.510074,5.40604,1346.104033,14.567015,1471.174513,117693.96,147017.45
725,1344.852389,1365.025174,5.460101,1359.565074,14.712685,1485.887198,118870.98,148488.72
726,1358.300912,1378.675426,5.514702,1373.160724,14.859812,1500.74701,120059.76,149974.7
727,1371.883922,1392.46218,5.569849,1386.892332,15.00841,1515.75542,121260.43,151475.54
728,1385.602761,1406.386802,5.625547,1400.761255,15.158494,1530.913914,122473.11,152991.39
729,1399.458788,1420.45067,5.681803,1414.768867,15.310079,1546.223994,123697.92,154522.4
730,1413.453376,1434.655177,5.738621,1428.916556,15.46318,1561.687174,124934.97,156068.72
731,1427.58791,1449.001729,5.796007,1443.205722,15.617812,1577.304985,126184.4,157630.5
732,1441.863789,1463.491746,5.853967,1457.637779,15.77399,1593.078975,127446.32,159207.9
733,1456.282427,1478.126663,5.912507,1472.214157,15.93173,1609.010705,128720.86,160801.07
734,1470.845251,1492.90793,5.971632,1486.936298,16.091047,1625.101752,130008.14,162410.18
735,1485.553704,1507.837009,6.031348,1501.805661,16.251958,1641.353709,131308.3,164035.37
736,1500.409241,1522.915379,6.091662,1516.823718,16.414477,1657.768187,132621.45,165676.82
737,1515.413333,1538.144533,6.152578,1531.991955,16.578622,1674.346808,133947.74,167334.68
738,1530.567467,1553.525979,6.214104,1547.311875,16.744408,1691.091216,135287.3,169009.12
739,1545.873141,1569.061238,6.276245,1562.784993,16.911852,1708.003069,136640.25,170700.31
740,1561.331873,1584.751851,6.339007,1578.412843,17.080971,1725.084039,138006.72,172408.4
741,1576.945191,1600.599369,6.402397,1594.196972,17.25178,1742.33582,139386.87,174133.58
742,1592.714643,1616.605363,6.466421,1610.138941,17.424298,1759.760118,140780.81,175876.01
743,1608.64179,1632.771417,6.531086,1626.240331,17.598541,1777.358659,142188.69,177635.87
744,1624.728208,1649.099131,6.596397,1642.502734,17.774527,1795.133186,143610.65,179413.32
745,1640.97549,1665.590122,6.66236,1658.927762,17.952272,1813.085458,145046.84,181208.55
746,1657.385245,1682.246023,6.728984,1675.517039,18.131795,1831.217252,146497.38,183021.73
747,1673.959097,1699.068483,6.796274,1692.27221,18.313113,1849.530365,147962.43,184853.04
748,1690.698688,1716.059168,6.864237,1709.194932,18.496244,1868.026608,149442.13,186702.66
749,1707.605675,1733.21976,6.932879,1726.286881,18.681206,1886.707814,150936.63,188570.78
750,1724.681732,1750.551958,7.002208,1743.54975,18.868018,1905.575833,152446.07,190457.58
751,1741.928549,1768.057477,7.07223,1760.985247,19.056698,1924.632531,153970.6,192363.25
752,1759.347834,1785.738052,7.142952,1778.5951,19.247265,1943.879796,155510.38,194287.98
753,1776.941313,1803.595432,7.214382,1796.381051,19.439738,1963.319534,157065.56,196231.95
754,1794.710726,1821.631387,7.286526,1814.344861,19.634135,1982.953669,158636.29,198195.37
755,1812.657833,1839.847701,7.359391,1832.48831,19.830477,2002.784146,160222.73,200178.41
756,1830.784411,1858.246178,7.432985,1850.813193,20.028781,2022.812928,161825.03,202181.29
757,1849.092256,1876.828639,7.507315,1869.321325,20.229069,2043.041997,163443.36,204204.2
758,1867.583178,1895.596926,7.582388,1888.014538,20.43136,2063.473357,165077.87,206247.34
759,1886.25901,1914.552895,7.658212,1906.894683,20.635674,2084.10903,166728.72,208310.9
760,1905.1216,1933.698424,7.734794,1925.96363,20.84203,2104.951061,168396.08,210395.11
761,1924.172816,1953.035408,7.812142,1945.223267,21.050451,2126.001511,170080.12,212500.15
762,1943.414544,1972.565762,7.890263,1964.675499,21.260955,2147.262466,171781,214626.25
763,1962.84869,1992.29142,7.969166,1984.322254,21.473565,2168.736031,173498.88,216773.6
764,1982.477177,2012.214334,8.048857,2004.165477,21.6883,2190.424331,175233.95,218942.43
765,2002.301948,2032.336478,8.129346,2024.207132,21.905183,2212.329515,176986.36,221132.95
766,2022.324968,2052.659842,8.210639,2044.449203,22.124235,2234.45375,178756.3,223345.37
767,2042.548217,2073.186441,8.292746,2064.893695,22.345477,2256.799227,180543.94,225579.92
768,2062.9737,2093.918305,8.375673,2085.542632,22.568932,2279.36816,182349.45,227836.82
769,2083.603437,2114.857488,8.45943,2106.398058,22.794622,2302.162781,184173.02,230116.28
770,2104.439471,2136.006063,8.544024,2127.462039,23.022568,2325.185349,186014.83,232418.53
771,2125.483866,2157.366124,8.629464,2148.736659,23.252793,2348.438143,187875.05,234743.81
772,2146.738704,2178.939785,8.715759,2170.224026,23.485321,2371.923464,189753.88,237092.35
773,2168.206091,2200.729183,8.802917,2191.926266,23.720175,2395.643639,191651.49,239464.36
774,2189.888152,2222.736475,8.890946,2213.845529,23.957376,2419.601015,193568.08,241860.1
775,2211.787034,2244.963839,8.979855,2235.983984,24.19695,2443.797965,195503.84,244279.8
776,2233.904904,2267.413478,9.069654,2258.343824,24.43892,2468.236885,197458.95,246723.69
777,2256.243953,2290.087613,9.16035,2280.927262,24.683309,2492.920194,199433.62,249192.02
778,2278.806393,2312.988489,9.251954,2303.736535,24.930142,2517.850336,201428.03,251685.03
779,2301.594457,2336.118374,9.344473,2326.7739,25.179443,2543.029779,203442.38,254202.98
780,2324.610401,2359.479557,9.437918,2350.041639,25.431238,2568.461017,205476.88,256746.1
781,2347.856505,2383.074353,9.532297,2373.542055,25.68555,2594.146567,207531.73,259314.66
782,2371.33507,2406.905096,9.62762,2397.277476,25.942406,2620.088973,209607.12,261908.9
783,2395.048421,2430.974147,9.723897,2421.250251,26.20183,2646.290802,211703.26,264529.08
784,2418.998905,2455.283889,9.821136,2445.462753,26.463848,2672.75465,213820.37,267175.47
785,2443.188894,2479.836728,9.919347,2469.917381,26.728487,2699.483137,215958.65,269848.31
786,2467.620783,2504.635095,10.01854,2494.616555,26.995771,2726.478908,218118.31,272547.89
787,2492.296991,2529.681446,10.118726,2519.56272,27.265729,2753.744637,220299.57,275274.46
788,2517.219961,2554.97826,10.219913,2544.758347,27.538386,2781.283024,222502.64,278028.3
789,2542.392161,2580.528043,10.322112,2570.205931,27.81377,2809.096794,224727.74,280809.68
790,2567.816082,2606.333323,10.425333,2595.90799,28.091908,2837.188702,226975.1,283618.87
791,2593.494243,2632.396657,10.529587,2621.86707,28.372827,2865.561529,229244.92,286456.15
792,2619.429185,2658.720623,10.634882,2648.085741,28.656555,2894.218084,231537.45,289321.81
793,2645.623477,2685.307829,10.741231,2674.566598,28.943121,2923.161205,233852.9,292216.12
794,2672.079712,2712.160908,10.848644,2701.312264,29.232552,2952.393757,236191.5,295139.38
795,2698.800509,2739.282517,10.95713,2728.325387,29.524878,2981.918635,238553.49,298091.86
796,2725.788514,2766.675342,11.066701,2755.608641,29.820126,3011.738761,240939.1,301073.88
797,2753.046399,2794.342095,11.177368,2783.164727,30.118328,3041.857089,243348.57,304085.71
798,2780.576863,2822.285516,11.289142,2810.996374,30.419511,3072.276599,245782.13,307127.66
799,2808.382632,2850.508372,11.402033,2839.106338,30.723706,3103.000305,248240.02,310200.03
800,2836.466458,2879.013455,11.516054,2867.497401,31.030943,3134.031248,250722.5,313303.12
801,2864.831123,2907.80359,11.631214,2896.172375,31.341252,3165.372501,253229.8,316437.25
802,2893.479434,2936.881626,11.747527,2925.134099,31.654665,3197.027166,255762.17,319602.72
803,2922.414228,2966.250442,11.865002,2954.38544,31.971212,3228.998378,258319.87,322799.84
804,2951.638371,2995.912946,11.983652,2983.929295,32.290924,3261.289301,260903.14,326028.93
805,2981.154754,3025.872076,12.103488,3013.768588,32.613833,3293.903134,263512.25,329290.31
806,3010.966302,3056.130797,12.224523,3043.906273,32.939971,3326.843106,266147.45,332584.31
807,3041.075965,3086.692105,12.346768,3074.345336,33.269371,3360.112477,268809,335911.25
808,3071.486725,3117.559026,12.470236,3105.088789,33.602065,3393.714542,271497.16,339271.45
809,3102.201592,3148.734616,12.594938,3136.139677,33.938085,3427.652627,274212.21,342665.26
810,3133.223608,3180.221962,12.720888,3167.501074,34.277466,3461.930093,276954.41,346093.01
811,3164.555844,3212.024182,12.848097,3199.176085,34.620241,3496.550334,279724.03,349555.03
812,3196.201402,3244.144423,12.976578,3231.167846,34.966443,3531.516778,282521.34,353051.68
813,3228.163416,3276.585868,13.106343,3263.479524,35.316108,3566.832885,285346.63,356583.29
814,3260.445051,3309.351726,13.237407,3296.114319,35.669269,3602.502154,288200.17,360150.22
815,3293.049501,3342.445244,13.369781,3329.075463,36.025962,3638.528116,291082.25,363752.81
816,3325.979996,3375.869696,13.503479,3362.366217,36.386221,3674.914337,293993.15,367391.43
817,3359.239796,3409.628393,13.638514,3395.989879,36.750083,3711.66442,296933.15,371066.44
818,3392.832194,3443.724677,13.774899,3429.949778,37.117584,3748.782004,299902.56,374778.2
819,3426.760516,3478.161924,13.912648,3464.249276,37.48876,3786.270765,302901.66,378527.08
820,3461.028121,3512.943543,14.051774,3498.891769,37.863648,3824.134412,305930.75,382313.44
821,3495.638402,3548.072978,14.192292,3533.880686,38.242284,3862.376696,308990.14,386137.67
822,3530.594786,3583.553708,14.334215,3569.219493,38.624707,3901.001403,312080.11,390000.14
823,3565.900734,3619.389245,14.477557,3604.911688,39.010954,3940.012357,315200.99,393901.24
824,3601.559742,3655.583138,14.622333,3640.960805,39.401064,3979.413421,318353.07,397841.34
825,3637.575339,3692.138969,14.768556,3677.370413,39.795074,4019.208495,321536.68,401820.85
826,3673.951092,3729.060359,14.916241,3714.144117,40.193025,4059.40152,324752.12,405840.15
827,3710.690603,3766.350962,15.065404,3751.285558,40.594955,4099.996475,327999.72,409899.65
828,3747.797509,3804.014472,15.216058,3788.798414,41.000905,4140.99738,331279.79,413999.74
829,3785.275484,3842.054617,15.368218,3826.686398,41.410914,4182.408294,334592.66,418140.83
830,3823.128239,3880.475163,15.521901,3864.953262,41.825023,4224.233317,337938.67,422323.33
831,3861.359522,3919.279914,15.67712,3903.602795,42.243273,4266.47659,341318.13,426547.66
832,3899.973117,3958.472714,15.833891,3942.638823,42.665706,4309.142296,344731.38,430814.23
833,3938.972848,3998.057441,15.99223,3982.065211,43.092363,4352.234659,348178.77,435123.47
834,3978.362577,4038.038015,16.152152,4021.885863,43.523287,4395.757945,351660.64,439475.79
835,4018.146202,4078.418395,16.313674,4062.104722,43.958519,4439.716465,355177.32,443871.65
836,4058.327664,4119.202579,16.47681,4102.725769,44.398105,4484.114569,358729.17,448311.46
837,4098.910941,4160.394605,16.641578,4143.753027,44.842086,4528.956655,362316.53,452795.67
838,4139.90005,4201.998551,16.807994,4185.190557,45.290507,4574.247162,365939.77,457324.72
839,4181.299051,4244.018537,16.976074,4227.042462,45.743412,4619.990573,369599.25,461899.06
840,4223.112041,4286.458722,17.145835,4269.312887,46.200846,4666.191419,373295.31,466519.14
841,4265.343162,4329.323309,17.317293,4312.006016,46.662854,4712.854273,377028.34,471185.43
842,4307.996593,4372.616542,17.490466,4355.126076,47.129483,4759.983756,380798.7,475898.38
843,4351.076559,4416.342708,17.665371,4398.677337,47.600778,4807.584533,384606.76,480658.45
844,4394.587325,4460.506135,17.842025,4442.66411,48.076785,4855.661319,388452.91,485466.13
845,4438.533198,4505.111196,18.020445,4487.090751,48.557553,4904.218872,392337.51,490321.89
846,4482.91853,4550.162308,18.200649,4531.961659,49.043129,4953.262001,396260.96,495226.2
847,4527.747715,4595.663931,18.382656,4577.281275,49.53356,5002.795561,400223.64,500179.56
848,4573.025193,4641.620571,18.566482,4623.054088,50.028896,5052.824456,404225.96,505182.45
849,4618.755445,4688.036776,18.752147,4669.284629,50.529185,5103.353641,408268.29,510235.36
850,4664.942999,4734.917144,18.939669,4715.977475,51.034476,5154.388117,412351.05,515338.81
851,4711.592429,4782.266315,19.129065,4763.13725,51.544821,5205.932938,416474.64,520493.29
852,4758.708353,4830.088979,19.320356,4810.768623,52.060269,5257.993208,420639.46,525699.32
853,4806.295437,4878.389868,19.513559,4858.876309,52.580872,5310.57408,424845.93,530957.41
854,4854.358391,4927.173767,19.708695,4907.465072,53.106681,5363.680761,429094.46,536268.08
855,4902.901975,4976.445505,19.905782,4956.539723,53.637748,5417.318508,433385.48,541631.85
856,4951.930995,5026.20996,20.10484,5006.10512,54.174125,5471.492633,437719.41,547049.26
857,5001.450305,5076.472059,20.305888,5056.166171,54.715866,5526.2085,442096.68,552520.85
858,5051.464808,5127.23678,20.508947,5106.727833,55.263025,5581.471525,446517.72,558047.15
859,5101.979456,5178.509148,20.714037,5157.795111,55.815655,5637.28718,450982.97,563628.72
860,5152.99925,5230.294239,20.921177,5209.373062,56.373812,5693.660992,455492.88,569266.1
861,5204.529243,5282.597182,21.130389,5261.466793,56.93755,5750.598542,460047.88,574959.85
862,5256.574535,5335.423153,21.341693,5314.081461,57.506925,5808.105467,464648.44,580710.55
863,5309.140281,5388.777385,21.55511,5367.222275,58.081995,5866.187462,469295,586518.75
864,5362.231684,5442.665159,21.770661,5420.894498,58.662815,5924.850276,473988.02,592385.03
865,5415.854,5497.09181,21.988367,5475.103443,59.249443,5984.099719,478727.98,598309.97
866,5470.01254,5552.062729,22.208251,5529.854478,59.841937,6043.941656,483515.33,604294.17
867,5524.712666,5607.583356,22.430333,5585.153022,60.440357,6104.382013,488350.56,610338.2
868,5579.959792,5663.659189,22.654637,5641.004553,61.04476,6165.426773,493234.14,616442.68
869,5635.75939,5720.295781,22.881183,5697.414598,61.655208,6227.081981,498166.56,622608.2
870,5692.116984,5777.498739,23.109995,5754.388744,62.27176,6289.353741,503148.3,628835.37
871,5749.038154,5835.273726,23.341095,5811.932632,62.894477,6352.248218,508179.86,635124.82
872,5806.528536,5893.626464,23.574506,5870.051958,63.523422,6415.77164,513261.73,641477.16
873,5864.593821,5952.562728,23.810251,5928.752477,64.158656,6479.930297,518394.42,647893.03
874,5923.239759,6012.088356,24.048353,5988.040002,64.800243,6544.73054,523578.44,654373.05
875,5982.472157,6072.209239,24.288837,6047.920402,65.448245,6610.178785,528814.3,660917.88
876,6042.296878,6132.931332,24.531725,6108.399606,66.102728,6676.281513,534102.52,667528.15
877,6102.719847,6194.260645,24.777043,6169.483602,66.763755,6743.045268,539443.62,674204.53
878,6163.747046,6256.203251,25.024813,6231.178438,67.431393,6810.476661,544838.13,680947.67
879,6225.384516,6318.765284,25.275061,6293.490223,68.105707,6878.582367,550286.59,687758.24
880,6287.638361,6381.952937,25.527812,6356.425125,68.786764,6947.369131,555789.53,694636.91
881,6350.514745,6445.772466,25.78309,6419.989376,69.474631,7016.843762,561347.5,701584.38
882,6414.019892,6510.230191,26.040921,6484.18927,70.169378,7087.01314,566961.05,708601.31
883,6478.160091,6575.332493,26.30133,6549.031163,70.871071,7157.884211,572630.74,715688.42
884,6542.941692,6641.085818,26.564343,6614.521474,71.579782,7229.463993,578357.12,722846.4
885,6608.371109,6707.496676,26.829987,6680.666689,72.29558,7301.759573,584140.77,730075.96
886,6674.45482,6774.571642,27.098287,6747.473356,73.018536,7374.778109,589982.25,737377.81
887,6741.199368,6842.317359,27.369269,6814.948089,73.748721,7448.52683,595882.15,744752.68
888,6808.611362,6910.740532,27.642962,6883.09757,74.486208,7523.013038,601841.04,752201.3
889,6876.697476,6979.847938,27.919392,6951.928546,75.23107,7598.244109,607859.53,759724.41
890,6945.46445,7049.646417,28.198586,7021.447832,75.983381,7674.22749,613938.2,767322.75
891,7014.919095,7120.142881,28.480572,7091.66231,76.743215,7750.970705,620077.66,774997.07
892,7085.068286,7191.34431,28.765377,7162.578933,77.510647,7828.481352,626278.51,782748.14
893,7155.918969,7263.257753,29.053031,7234.204722,78.285754,7906.767105,632541.37,790576.71
894,7227.478158,7335.890331,29.343561,7306.546769,79.068611,7985.835716,638866.86,798483.57
895,7299.75294,7409.249234,29.636997,7379.612237,79.859297,8065.695014,645255.6,806469.5
896,7372.750469,7483.341726,29.933367,7453.40836,80.65789,8146.352904,651708.23,814535.29
897,7446.477974,7558.175144,30.232701,7527.942443,81.464469,8227.817373,658225.39,822681.74
898,7520.942754,7633.756895,30.535028,7603.221868,82.279114,8310.096486,664807.72,830909.65
899,7596.152181,7710.094464,30.840378,7679.254086,83.101905,8393.198391,671455.87,839219.84
900,7672.113703,7787.195409,31.148782,7756.046627,83.932924,8477.131315,678170.51,847613.13
901,7748.83484,7865.067363,31.460269,7833.607093,84.772253,8561.903568,684952.29,856090.36
902,7826.323189,7943.718036,31.774872,7911.943164,85.619976,8647.523544,691801.88,864652.35
903,7904.586421,8023.155217,32.092621,7991.062596,86.476175,8733.99972,698719.98,873299.97
904,7983.632285,8103.386769,32.413547,8070.973222,87.340937,8821.340657,705707.25,882034.07
905,8063.468608,8184.420637,32.737683,8151.682954,88.214347,8909.555003,712764.4,890855.5
906,8144.103294,8266.264843,33.065059,8233.199784,89.09649,8998.651493,719892.12,899765.15
907,8225.544327,8348.927492,33.39571,8315.531782,89.987455,9088.638948,727091.12,908763.89
908,8307.79977,8432.416766,33.729667,8398.687099,90.887329,9179.526278,734362.1,917852.63
909,8390.877768,8516.740934,34.066964,8482.67397,91.796203,9271.32248,741705.8,927032.25
910,8474.786545,8601.908343,34.407633,8567.50071,92.714165,9364.036645,749122.93,936303.66
911,8559.534411,8687.927427,34.75171,8653.175717,93.641306,9457.677952,756614.24,945667.8
912,8645.129755,8774.806701,35.099227,8739.707474,94.57772,9552.255671,764180.45,955125.57
913,8731.581052,8862.554768,35.450219,8827.104549,95.523497,9647.779168,771822.33,964677.92
914,8818.896863,8951.180316,35.804721,8915.375595,96.478732,9744.2579,779540.63,974325.79
915,8907.085832,9040.692119,36.162768,9004.529351,97.443519,9841.701419,787336.11,984070.14
916,8996.15669,9131.09904,36.524396,9094.574644,98.417954,9940.119373,795209.55,993911.94
917,9086.118257,9222.410031,36.88964,9185.52039,99.402134,10039.521507,803161.72,1003852.15
918,9176.979439,9314.634131,37.258537,9277.375594,100.396155,10139.917662,811193.41,1013891.77
919,9268.749234,9407.780472,37.631122,9370.14935,101.400117,10241.317778,819305.42,1024031.78
920,9361.436726,9501.858277,38.007433,9463.850844,102.414118,10343.731896,827498.55,1034273.19
921,9455.051093,9596.87686,38.387507,9558.489352,103.438259,10447.170155,835773.61,1044617.02
922,9549.601604,9692.845628,38.771383,9654.074246,104.472642,10551.642797,844131.42,1055064.28
923,9645.09762,9789.774085,39.159096,9750.614988,105.517368,10657.160165,852572.81,1065616.02
924,9741.548596,9887.671825,39.550687,9848.121138,106.572542,10763.732706,861098.62,1076273.27
925,9838.964082,9986.548544,39.946194,9946.602349,107.638267,10871.370973,869709.68,1087037.1
926,9937.353723,10086.414029,40.345656,10046.068373,108.71465,10980.085623,878406.85,1097908.56
927,10036.72726,10187.278169,40.749113,10146.529057,109.801796,11089.887419,887190.99,1108888.74
928,10137.094533,10289.150951,41.156604,10247.994347,110.899814,11200.787233,896062.98,1119978.72
929,10238.465478,10392.042461,41.56817,10350.474291,112.008812,11312.796046,905023.68,1131179.6
930,10340.850133,10495.962885,41.983852,10453.979034,113.1289,11425.924946,914074,1142492.49
931,10444.258635,10600.922514,42.40369,10558.518824,114.260189,11540.185136,923214.81,1153918.51
932,10548.701221,10706.931739,42.827727,10664.104012,115.402791,11655.587927,932447.03,1165458.79
933,10654.188233,10814.001057,43.256004,10770.745052,116.556819,11772.144746,941771.58,1177114.47
934,10760.730115,10922.141067,43.688564,10878.452503,117.722387,11889.867134,951189.37,1188886.71
935,10868.337417,11031.362478,44.12545,10987.237028,118.899611,12008.766745,960701.34,1200776.67
936,10977.020791,11141.676103,44.566704,11097.109398,120.088607,12128.855353,970308.43,1212785.54
937,11086.790999,11253.092864,45.012371,11208.080492,121.289494,12250.144846,980011.59,1224914.48
938,11197.658909,11365.623792,45.462495,11320.161297,122.502388,12372.647234,989811.78,1237164.72
939,11309.635498,11479.28003,45.91712,11433.36291,123.727412,12496.374647,999709.97,1249537.46
940,11422.731853,11594.07283,46.376291,11547.696539,124.964686,12621.339333,1009707.15,1262033.93
941,11536.959171,11710.013559,46.840054,11663.173505,126.214333,12747.553667,1019804.29,1274655.37
942,11652.328763,11827.113694,47.308455,11779.80524,127.476477,12875.030143,1030002.41,1287403.01
943,11768.852051,11945.384831,47.781539,11897.603292,128.751241,13003.781385,1040302.51,1300278.14
944,11886.540571,12064.83868,48.259355,12016.579325,130.038754,13133.820139,1050705.61,1313282.01
945,12005.405977,12185.487066,48.741948,12136.745118,131.339141,13265.15928,1061212.74,1326415.93
946,12125.460037,12307.341937,49.229368,12258.112569,132.652533,13397.811813,1071824.95,1339681.18
947,12246.714637,12430.415356,49.721661,12380.693695,133.979058,13531.790871,1082543.27,1353079.09
948,12369.181783,12554.71951,50.218878,12504.500632,135.318849,13667.10972,1093368.78,1366610.97
949,12492.873601,12680.266705,50.721067,12629.545638,136.672037,13803.781757,1104302.54,1380278.18
950,12617.802337,12807.069372,51.228277,12755.841095,138.038758,13941.820514,1115345.64,1394082.05
951,12743.98036,12935.140066,51.74056,12883.399506,139.419145,14081.23966,1126499.17,1408023.97
952,12871.420164,13064.491467,52.257966,13012.233501,140.813337,14222.052996,1137764.24,1422105.3
953,13000.134366,13195.136381,52.780546,13142.355836,142.22147,14364.274466,1149141.96,1436327.45
954,13130.135709,13327.087745,53.308351,13273.779394,143.643685,14507.918151,1160633.45,1450691.82
955,13261.437066,13460.358622,53.841434,13406.517188,145.080122,14652.998272,1172239.86,1465199.83
956,13394.051437,13594.962209,54.379849,13540.58236,146.530923,14799.529195,1183962.34,1479852.92
957,13527.991952,13730.911831,54.923647,13675.988183,147.996232,14947.525427,1195802.03,1494652.54
958,13663.271871,13868.220949,55.472884,13812.748065,149.476194,15097.001621,1207760.13,1509600.16
959,13799.90459,14006.903159,56.027613,13950.875546,150.970956,15247.972577,1219837.81,1524697.26
