Trade #,Buy Amount (USDT),Sell Gross (USDT),Fee (0.4%),Sell After Fee,Net Profit,Total Capital (USDT),Total Capital (INR),Growth %
1243,232887.531744,236380.84472,945.523379,235435.321341,2547.789597,257326.655325,20586132.43,25732565.53
1244,235216.407061,238744.653167,954.978613,237789.674555,2573.267493,259899.922818,20791993.83,25989892.28
1245,237568.571132,241132.099699,964.528399,240167.5713,2599.000168,262498.922987,20999913.84,26249792.3
1246,239944.256843,243543.420696,974.173683,242569.247013,2624.99017,265123.913157,21209913.05,26512291.32
1247,242343.699412,245978.854903,983.91542,244994.939483,2651.240072,267775.153228,21422012.26,26777415.32
1248,244767.136406,248438.643452,993.754574,247444.888878,2677.752472,270452.9057,21636232.46,27045190.57
1249,247214.80777,250923.029887,1003.69212,249919.337767,2704.529997,273157.435697,21852594.86,27315643.57
1250,249686.955848,253432.260185,1013.729041,252418.531145,2731.575297,275889.010994,22071120.88,27588801.1
1251,252183.825406,255966.582787,1023.866331,254942.716456,2758.89105,278647.902044,22291832.16,27864690.2
1252,254705.66366,258526.248615,1034.104994,257492.143621,2786.47996,281434.382005,22514750.56,28143338.2
1253,257252.720297,261111.511101,1044.446044,260067.065057,2814.34476,284248.726765,22739898.14,28424772.68
1254,259825.2475,263722.626212,1054.890505,262667.735707,2842.488208,287091.214972,22967297.2,28709021.5
1255,262423.499975,266359.852474,1065.43941,265294.413065,2870.91309,289962.128062,23196970.24,28996112.81
1256,265047.734975,269023.450999,1076.093804,267947.357195,2899.622221,292861.750283,23428940.02,29286075.03
1257,267698.212324,271713.685509,1086.854742,270626.830767,2928.618443,295790.368726,23663229.5,29578936.87
1258,270375.194448,274430.822364,1097.723289,273333.099075,2957.904627,298748.273353,23899861.87,29874727.34
1259,273078.946392,277175.130588,1108.700522,276066.430066,2987.483674,301735.757026,24138860.56,30173475.7
1260,275809.735856,279946.881894,1119.787528,278827.094366,3017.35851,304753.115537,24380249.24,30475211.55
1261,278567.833214,282746.350713,1130.985403,281615.36531,3047.532095,307800.647632,24624051.81,30779964.76
1262,281353.511547,285573.81422,1142.295257,284431.518963,3078.007416,310878.655048,24870292.4,31087765.5
1263,284167.046662,288429.552362,1153.718209,287275.834153,3108.78749,313987.442539,25118995.4,31398644.25
1264,287008.717129,291313.847886,1165.255392,290148.592494,3139.875365,317127.317904,25370185.43,31712631.79
1265,289878.8043,294226.986365,1176.907945,293050.078419,3171.274119,320298.592023,25623887.36,32029759.2
1266,292777.592343,297169.256228,1188.677025,295980.579203,3202.98686,323501.578883,25880126.31,32350057.89
1267,295705.368266,300140.94879,1200.563795,298940.384995,3235.016729,326736.595612,26138927.65,32673559.56
1268,298662.421949,303142.358278,1212.569433,301929.788845,3267.366896,330003.962508,26400317,33000296.25
1269,301649.046169,306173.781861,1224.695127,304949.086734,3300.040565,333304.003074,26664320.25,33330300.31
1270,304665.53663,309235.51968,1236.942079,307998.577601,3333.040971,336637.044044,26930963.52,33663604.4
1271,307712.191997,312327.874877,1249.3115,311078.563377,3366.37138,340003.415425,27200273.23,34000241.54
1272,310789.313917,315451.153625,1261.804615,314189.349011,3400.035094,343403.450519,27472276.04,34340245.05
1273,313897.207056,318605.665162,1274.422661,317331.242501,3434.035445,346837.485964,27746998.88,34683648.6
1274,317036.179126,321791.721813,1287.166887,320504.554926,3468.3758,350305.861764,28024468.94,35030486.18
1275,320206.540918,325009.639031,1300.038556,323709.600475,3503.059558,353808.921321,28304713.71,35380792.13
1276,323408.606327,328259.735422,1313.038942,326946.69648,3538.090153,357347.011475,28587760.92,35734601.15
1277,326642.69239,331542.332776,1326.169331,330216.163445,3573.471055,360920.482529,28873638.6,36091948.25
1278,329909.119314,334857.756104,1339.431024,333518.325079,3609.205765,364529.688295,29162375.06,36452868.83
1279,333208.210507,338206.333665,1352.825335,336853.50833,3645.297823,368174.986118,29453998.89,36817398.61
1280,336540.292612,341588.397001,1366.353588,340222.043413,3681.750801,371856.736919,29748538.95,37185573.69
1281,339905.695538,345004.280971,1380.017124,343624.263847,3718.568309,375575.305228,30046024.42,37557430.52
1282,343304.752494,348454.323781,1393.817295,347060.506486,3755.753992,379331.05922,30346484.74,37933005.92
1283,346737.800019,351938.867019,1407.755468,350531.111551,3793.311532,383124.370752,30649949.66,38312337.08
1284,350205.178019,355458.255689,1421.833023,354036.422666,3831.244648,386955.6154,30956449.23,38695461.54
1285,353707.229799,359012.838246,1436.051353,357576.786893,3869.557094,390825.172494,31266013.8,39082417.25
1286,357244.302097,362602.966628,1450.411867,361152.554762,3908.252665,394733.425159,31578674.01,39473242.52
1287,360816.745118,366228.996295,1464.915985,364764.080309,3947.335192,398680.760351,31894460.83,39867976.04
1288,364424.912569,369891.286258,1479.565145,368411.721113,3986.808544,402667.568894,32213405.51,40266656.89
1289,368069.161695,373590.19912,1494.360796,372095.838324,4026.676629,406694.245523,32535539.64,40669324.55
1290,371749.853312,377326.101111,1509.304404,375816.796707,4066.943395,410761.188918,32860895.11,41076018.89
1291,375467.351845,381099.362122,1524.397448,379574.964674,4107.612829,414868.801747,33189504.14,41486780.17
1292,379222.025363,384910.355744,1539.641423,383370.714321,4148.688957,419017.490705,33521399.26,41901649.07
1293,383014.245617,388759.459301,1555.037837,387204.421464,4190.175847,423207.666552,33856613.32,42320666.66
1294,386844.388073,392647.053894,1570.588216,391076.465679,4232.077606,427439.744157,34195179.53,42743874.42
1295,390712.831954,396573.524433,1586.294098,394987.230335,4274.398382,431714.142539,34537131.4,43171314.25
1296,394619.960273,400539.259677,1602.157039,398937.102639,4317.142365,436031.284904,34882502.79,43603028.49
1297,398566.159876,404544.652274,1618.178609,402926.473665,4360.313789,440391.598693,35231327.9,44039059.87
1298,402551.821475,408590.098797,1634.360395,406955.738402,4403.916927,444795.51562,35583641.25,44479451.56
1299,406577.33969,412675.999785,1650.703999,411025.295786,4447.956096,449243.471717,35939477.74,44924247.17
1300,410643.113086,416802.759783,1667.211039,415135.548744,4492.435657,453735.907374,36298872.59,45373490.74
1301,414749.544217,420970.787381,1683.88315,419286.904231,4537.360014,458273.267387,36661861.39,45827226.74
1302,418897.039659,425180.495254,1700.721981,423479.773273,4582.733614,462856.001001,37028480.08,46285500.1
1303,423086.010056,429432.300207,1717.729201,427714.571006,4628.56095,467484.561951,37398764.96,46748356.2
1304,427316.870157,433726.623209,1734.906493,431991.716716,4674.84656,472159.408511,37772752.68,47215840.85
1305,431590.038858,438063.889441,1752.255558,436311.633883,4721.595025,476881.003536,38150480.28,47688000.35
1306,435905.939247,442444.528335,1769.778113,440674.750222,4768.810975,481649.814511,38531985.16,48164881.45
1307,440264.998639,446868.973619,1787.475894,445081.497724,4816.499085,486466.313596,38917305.09,48646531.36
1308,444667.648626,451337.663355,1805.350653,449532.312702,4864.664076,491330.977672,39306478.21,49132997.77
1309,449114.325112,455851.039989,1823.40416,454027.635829,4913.310717,496244.288389,39699543.07,49624328.84
1310,453605.468363,460409.550388,1841.638202,458567.912187,4962.443824,501206.732213,40096538.58,50120573.22
1311,458141.523047,465013.645892,1860.054584,463153.591309,5012.068262,506218.800475,40497504.04,50621780.05
1312,462722.938277,469663.782351,1878.655129,467785.127222,5062.188945,511280.98942,40902479.15,51127998.94
1313,467350.16766,474360.420175,1897.441681,472462.978494,5112.810834,516393.800254,41311504.02,51639280.03
1314,472023.669336,479104.024377,1916.416098,477187.608279,5163.938943,521557.739197,41724619.14,52155673.92
1315,476743.90603,483895.06462,1935.580258,481959.484362,5215.578332,526773.317529,42141865.4,52677231.75
1316,481511.34509,488734.015266,1954.936061,486779.079205,5267.734115,532041.051644,42563284.13,53204005.16
1317,486326.458541,493621.355419,1974.485422,491646.869997,5320.411456,537361.4631,42988917.05,53736046.31
1318,491189.723126,498557.568973,1994.230276,496563.338697,5373.615571,542735.078671,43418806.29,54273407.87
1319,496101.620358,503543.144663,2014.172579,501528.972084,5427.351727,548162.430398,43852994.43,54816143.04
1320,501062.636561,508578.57611,2034.314304,506544.261805,5481.625244,553644.055642,44291524.45,55364305.56
1321,506073.262927,513664.361871,2054.657447,511609.704423,5536.441496,559180.497138,44734439.77,55917949.71
1322,511133.995556,518801.00549,2075.204022,516725.801468,5591.805911,564772.30305,45181784.24,56477130.3
1323,516245.335512,523989.015544,2095.956062,521893.059482,5647.72397,570420.02702,45633602.16,57041902.7
1324,521407.788867,529228.9057,2116.915623,527111.990077,5704.20121,576124.228231,46089938.26,57612322.82
1325,526621.866756,534521.194757,2138.084779,532383.109978,5761.243222,581885.471453,46550837.72,58188447.15
1326,531888.085423,539866.406704,2159.465627,537706.941078,5818.855655,587704.327107,47016346.17,58770332.71
1327,537206.966277,545265.070771,2181.060283,543084.010488,5877.044211,593581.371318,47486509.71,59358037.13
1328,542579.03594,550717.721479,2202.870886,548514.850593,5935.814653,599517.185972,47961374.88,59951618.6
1329,548004.826299,556224.898694,2224.899595,553999.999099,5995.1728,605512.358771,48440988.7,60551135.88
1330,553484.874562,561787.147681,2247.148591,559539.99909,6055.124528,611567.483299,48925398.66,61156648.33
1331,559019.723308,567405.019158,2269.620077,565135.399081,6115.675773,617683.159072,49414652.73,61768215.91
1332,564609.920541,573079.069349,2292.316277,570786.753072,6176.832531,623859.991603,49908799.33,62385899.16
1333,570256.019747,578809.860043,2315.23944,576494.620603,6238.600856,630098.592459,50407887.4,63009759.25
1334,575958.579944,584597.958643,2338.391835,582259.566809,6300.986865,636399.579323,50911966.35,63639857.93
1335,581718.165744,590443.93823,2361.775753,588082.162477,6363.996733,642763.576057,51421086.08,64276257.61
1336,587535.347401,596348.377612,2385.39351,593962.984102,6427.636701,649191.212757,51935297.02,64919021.28
1337,593410.700875,602311.861388,2409.247446,599902.613943,6491.913068,655683.125825,52454650.07,65568212.58
1338,599344.807884,608334.980002,2433.33992,605901.640082,6556.832198,662239.958023,52979196.64,66223895.8
1339,605338.255963,614418.329802,2457.673319,611960.656483,6622.40052,668862.358543,53508988.68,66886135.85
1340,611391.638522,620562.5131,2482.250052,618080.263048,6688.624525,675550.983069,54044078.65,67554998.31
1341,617505.554907,626768.138231,2507.072553,624261.065678,6755.510771,682306.493839,54584519.51,68230549.38
1342,623680.610456,633035.819613,2532.143278,630503.676335,6823.065878,689129.559718,55130364.78,68912855.97
1343,629917.416561,639366.177809,2557.464711,636808.713098,6891.296537,696020.856255,55681668.5,69601985.63
1344,636216.590727,645759.839588,2583.039358,643176.800229,6960.209503,702981.065757,56238485.26,70298006.58
1345,642578.756634,652217.437983,2608.869752,649608.568231,7029.811598,710010.877355,56800870.19,71000987.74
1346,649004.5442,658739.612363,2634.958449,656104.653914,7100.109714,717110.987069,57368878.97,71710998.71
1347,655494.589642,665327.008487,2661.308034,662665.700453,7171.110811,724282.097879,57942567.83,72428109.79
1348,662049.535539,671980.278572,2687.921114,669292.357457,7242.821919,731524.919798,58521993.58,73152391.98
1349,668670.030894,678700.081357,2714.800325,675985.281032,7315.250138,738840.169936,59107213.59,73883916.99
1350,675356.731203,685487.082171,2741.948329,682745.133842,7388.402639,746228.572575,59698285.81,74622757.26
1351,682110.298515,692341.952993,2769.367812,689572.585181,7462.286666,753690.859241,60295268.74,75368985.92
1352,688931.4015,699265.372523,2797.06149,696468.311033,7536.909532,761227.768774,60898221.5,76122676.88
1353,695820.715515,706258.026248,2825.032105,703432.994143,7612.278628,768840.047401,61507203.79,76883904.74
1354,702778.92267,713320.60651,2853.282426,710467.324084,7688.401414,776528.448815,62122275.91,77652744.88
1355,709806.711897,720453.812575,2881.81525,717571.997325,7765.285428,784293.734243,62743498.74,78429273.42
1356,716904.779016,727658.350701,2910.633403,724747.717298,7842.938282,792136.672526,63370933.8,79213567.25
1357,724073.826806,734934.934208,2939.739737,731995.194471,7921.367665,800058.040191,64004643.22,80005704.02
1358,731314.565074,742284.28355,2969.137134,739315.146416,8000.581342,808058.621533,64644689.72,80805762.15
1359,738627.710725,749707.126386,2998.828506,746708.29788,8080.587155,816139.208688,65291136.7,81613820.87
1360,746013.987832,757204.19765,3028.816791,754175.380859,8161.393027,824300.601715,65944048.14,82429960.17
1361,753474.127711,764776.239626,3059.104959,761717.134668,8243.006957,832543.608672,66603488.69,83254260.87
1362,761008.868988,772424.002022,3089.696008,769334.306014,8325.437027,840869.045699,67269523.66,84086804.57
1363,768618.957678,780148.242043,3120.592968,777027.649075,8408.691397,849277.737096,67942218.97,84927673.71
1364,776305.147254,787949.724463,3151.798898,784797.925565,8492.778311,857770.515407,68621641.23,85776951.54
1365,784068.198727,795829.221708,3183.316887,792645.904821,8577.706094,866348.221501,69307857.72,86634722.15
1366,791908.880714,803787.513925,3215.150056,800572.363869,8663.483155,875011.704656,70000936.37,87501070.47
1367,799827.969521,811825.389064,3247.301556,808578.087508,8750.117987,883761.822643,70700945.81,88376082.26
1368,807826.249216,819943.642955,3279.774572,816663.868383,8837.619166,892599.441809,71407955.34,89259844.18
1369,815904.511709,828143.079384,3312.572318,824830.507067,8925.995358,901525.437167,72122034.97,90152443.72
1370,824063.556826,836424.510178,3345.698041,833078.812137,9015.255312,910540.692479,72843255.4,91053969.25
1371,832304.192394,844788.75528,3379.155021,841409.600259,9105.407865,919646.100344,73571688.03,91964510.03
1372,840627.234318,853236.642833,3412.946571,849823.696261,9196.461943,928842.562287,74307404.98,92884156.23
1373,849033.506661,861769.009261,3447.076037,858321.933224,9288.426563,938130.98885,75050479.11,93812998.89
1374,857523.841728,870386.699354,3481.546797,866905.152556,9381.310829,947512.299679,75800983.97,94751129.97
1375,866099.080145,879090.566347,3516.362265,875574.204082,9475.123937,956987.423615,76558993.89,95698642.36
1376,874760.070946,887881.472011,3551.525888,884329.946123,9569.875176,966557.298792,77324583.9,96655629.88
1377,883507.671656,896760.286731,3587.041147,893173.245584,9665.573928,976222.872719,78097829.82,97622187.27
1378,892342.748372,905727.889598,3622.911558,902104.97804,9762.229667,985985.102387,78878808.19,98598410.24
1379,901266.175856,914785.168494,3659.140674,911126.02782,9859.851964,995844.954351,79667596.35,99584395.44
1380,910278.837615,923933.020179,3695.732081,920237.288098,9958.450484,1005803.404834,80464272.39,100580240.48
1381,919381.625991,933172.350381,3732.689402,929439.660979,10058.034988,1015861.439822,81268915.19,101586043.98
1382,928575.442251,942504.073885,3770.016296,938734.057589,10158.615338,1026020.055161,82081604.41,102601905.52
1383,937861.196673,951929.114623,3807.716458,948121.398165,10260.201492,1036280.256652,82902420.53,103627925.67
1384,947239.80864,961448.40577,3845.793623,957602.612147,10362.803507,1046643.060159,83731444.81,104664206.02
1385,956712.206726,971062.889827,3884.251559,967178.638268,10466.431542,1057109.4917,84568759.34,105710849.17
1386,966279.328794,980773.518726,3923.094075,976850.424651,10571.095857,1067680.587557,85414447,106767958.76
1387,975942.122082,990581.253913,3962.325016,986618.928897,10676.806816,1078357.394373,86268591.55,107835639.44
1388,985701.543302,1000487.066452,4001.948266,996485.118186,10783.574884,1089140.969257,87131277.54,108913996.93
1389,995558.558735,1010491.937117,4041.967748,1006449.969368,10891.410633,1100032.379889,88002590.39,110003137.99
1390,1005514.144323,1020596.856488,4082.387426,1016514.469062,11000.324739,1111032.704628,88882616.37,111103170.46
1391,1015569.285766,1030802.825053,4123.2113,1026679.613752,11110.327986,1122143.032614,89771442.61,112214203.26
1392,1025724.978624,1041110.853303,4164.443413,1036946.40989,11221.431266,1133364.46388,90669157.11,113336346.39
1393,1035982.22841,1051521.961836,4206.087847,1047315.873989,11333.645579,1144698.109459,91575848.76,114469710.95
1394,1046342.050694,1062037.181454,4248.148726,1057789.032729,11446.982035,1156145.091494,92491607.32,115614409.15
1395,1056805.471201,1072657.553269,4290.630213,1068366.923056,11561.451855,1167706.543349,93416523.47,116770554.33
1396,1067373.525913,1083384.128802,4333.536515,1079050.592286,11677.066373,1179383.609722,94350688.78,117938260.97
1397,1078047.261172,1094217.97009,4376.87188,1089841.098209,11793.837037,1191177.44676,95294195.74,119117644.68
1398,1088827.733784,1105160.149791,4420.640599,1100739.509191,11911.775408,1203089.222167,96247137.77,120308822.22
1399,1099716.011122,1116211.751289,4464.847005,1111746.904283,12030.893162,1215120.115329,97209609.23,121511911.53
1400,1110713.171233,1127373.868801,4509.495475,1122864.373326,12151.202093,1227271.317422,98181705.39,122727031.74
1401,1121820.302945,1138647.607489,4554.59043,1134093.017059,12272.714114,1239544.031536,99163522.52,123954303.15
1402,1133038.505975,1150034.083564,4600.136334,1145433.94723,12395.441255,1251939.472792,100155157.82,125193847.28
1403,1144368.891034,1161534.4244,4646.137698,1156888.286702,12519.395668,1264458.86846,101156709.48,126445786.85
1404,1155812.579945,1173149.768644,4692.599075,1168457.169569,12644.589625,1277103.458084,102168276.65,127710245.81
1405,1167370.705744,1184881.26633,4739.525065,1180141.741265,12771.035521,1289874.493605,103189959.49,128987349.36
1406,1179044.412802,1196730.078994,4786.920316,1191943.158678,12898.745876,1302773.239481,104221859.16,130277223.95
1407,1190834.85693,1208697.379784,4834.789519,1203862.590264,13027.733335,1315800.972816,105264077.83,131579997.28
1408,1202743.205499,1220784.353581,4883.137414,1215901.216167,13158.010668,1328958.983484,106316718.68,132895798.35
1409,1214770.637554,1232992.197117,4931.968788,1228060.228329,13289.590775,1342248.574259,107379885.94,134224757.43
1410,1226918.34393,1245322.119088,4981.288476,1240340.830612,13422.486683,1355671.060941,108453684.88,135567006.09
1411,1239187.527369,1257775.340279,5031.101361,1252744.238918,13556.711549,1369227.772491,109538221.8,136922677.25
1412,1251579.402642,1270353.093682,5081.412375,1265271.681307,13692.278665,1382920.051156,110633604.09,138291905.12
1413,1264095.196669,1283056.624619,5132.226498,1277924.39812,13829.201452,1396749.252607,111739940.21,139674825.26
1414,1276736.148636,1295887.190865,5183.548763,1290703.642102,13967.493466,1410716.746073,112857339.69,141071574.61
1415,1289503.510122,1308846.062774,5235.384251,1303610.678523,14107.168401,1424823.914474,113985913.16,142482291.45
1416,1302398.545223,1321934.523402,5287.738094,1316646.785308,14248.240085,1439072.154559,115125772.36,143907115.46
1417,1315422.530675,1335153.868636,5340.615475,1329813.253161,14390.722486,1453462.877044,116277030.16,145346187.7
1418,1328576.755982,1348505.407322,5394.021629,1343111.385693,14534.62971,1467997.506755,117439800.54,146799650.68
1419,1341862.523542,1361990.461395,5447.961846,1356542.49955,14679.976008,1482677.482762,118614198.62,148267648.28
1420,1355281.148777,1375610.366009,5502.441464,1370107.924545,14826.775768,1497504.25853,119800340.68,149750325.85
1421,1368833.960265,1389366.469669,5557.465879,1383809.00379,14975.043525,1512479.302055,120998344.16,151247830.21
1422,1382522.299868,1403260.134366,5613.040537,1397647.093828,15124.793961,1527604.096016,122208327.68,152760309.6
1423,1396347.522867,1417292.73571,5669.170943,1411623.564767,15276.0419,1542880.137916,123430411.03,154287913.79
1424,1410310.998095,1431465.663067,5725.862652,1425739.800414,15428.802319,1558308.940235,124664715.22,155830794.02
1425,1424414.108076,1445780.319697,5783.121279,1439997.198418,15583.090342,1573892.030578,125911362.45,157389103.06
1426,1438658.249157,1460238.122894,5840.952492,1454397.170403,15738.921246,1589630.951823,127170476.15,158962995.18
1427,1453044.831648,1474840.504123,5899.362016,1468941.142107,15896.310458,1605527.262282,128442180.98,160552626.23
1428,1467575.279965,1489588.909164,5958.355637,1483630.553528,16055.273563,1621582.535844,129726602.87,162158153.58
1429,1482251.032765,1504484.798256,6017.939193,1498466.859063,16215.826298,1637798.362143,131023868.97,163779736.21
1430,1497073.543092,1519529.646239,6078.118585,1513451.527654,16377.984561,1654176.346704,132334107.74,165417534.67
1431,1512044.278523,1534724.942701,6138.899771,1528586.04293,16541.764407,1670718.111111,133657448.89,167071711.11
1432,1527164.721308,1550072.192128,6200.288769,1543871.90336,16707.182051,1687425.293162,134994023.45,168742429.32
1433,1542436.368521,1565572.914049,6262.291656,1559310.622393,16874.253872,1704299.547034,136343963.76,170429854.7
1434,1557860.732207,1581228.64319,6324.914573,1574903.728617,17042.99641,1721342.543444,137707403.48,172134154.34
1435,1573439.339529,1597040.929622,6388.163718,1590652.765903,17213.426374,1738555.969819,139084477.59,173855496.98
1436,1589173.732924,1613011.338918,6452.045356,1606559.293562,17385.560638,1755941.530457,140475322.44,175594053.05
1437,1605065.470253,1629141.452307,6516.565809,1622624.886498,17559.416245,1773500.946702,141880075.74,177349994.67
1438,1621116.124956,1645432.86683,6581.731467,1638851.135363,17735.010407,1791235.957109,143298876.57,179123495.71
1439,1637327.286205,1661887.195498,6647.548782,1655239.646716,17912.360511,1809148.31762,144731865.41,180914731.76
1440,1653700.559067,1678506.067453,6714.02427,1671792.043184,18091.484116,1827239.801736,146179184.14,182723880.17
1441,1670237.564658,1695291.128128,6781.164513,1688509.963615,18272.398957,1845512.200693,147640976.06,184551120.07
1442,1686939.940305,1712244.039409,6848.976158,1705395.063252,18455.122947,1863967.32364,149117385.89,186396632.36
1443,1703809.339708,1729366.479803,6917.465919,1722449.013884,18639.674176,1882606.997817,150608559.83,188260599.78
1444,1720847.433105,1746660.144601,6986.640578,1739673.504023,18826.070918,1901433.068735,152114645.5,190143206.87
1445,1738055.907436,1764126.746047,7056.506984,1757070.239063,19014.331627,1920447.400362,153635792.03,192044640.04
1446,1755436.46651,1781768.013508,7127.072054,1774640.941454,19204.474944,1939651.875306,155172150.02,193965087.53
1447,1772990.831175,1799585.693643,7198.342775,1792387.350868,19396.519693,1959048.394999,156723871.6,195904739.5
1448,1790720.739487,1817581.550579,7270.326202,1810311.224377,19590.48489,1978638.879889,158291110.39,197863787.99
1449,1808627.946882,1835757.366085,7343.029464,1828414.336621,19786.389739,1998425.269628,159874021.57,199842426.96
1450,1826714.226351,1854114.939746,7416.459759,1846698.479987,19984.253636,2018409.523264,161472761.86,201840852.33
1451,1844981.368614,1872656.089143,7490.624357,1865165.464787,20184.096173,2038593.619437,163087489.55,203859261.94
1452,1863431.1823,1891382.650035,7565.5306,1883817.119435,20385.937134,2058979.556571,164718364.53,205897855.66
1453,1882065.494123,1910296.476535,7641.185906,1902655.290629,20589.796506,2079569.353077,166365548.25,207956835.31
1454,1900886.149065,1929399.441301,7717.597765,1921681.843535,20795.694471,2100365.047547,168029203.8,210036404.75
1455,1919895.010555,1948693.435714,7794.773743,1940898.661971,21003.651415,2121368.698963,169709495.92,212136769.9
1456,1939093.960661,1968180.370071,7872.72148,1960307.64859,21213.68793,2142582.386893,171406590.95,214258138.69
1457,1958484.900267,1987862.173771,7951.448695,1979910.725076,21425.824809,2164008.211702,173120656.94,216400721.17
1458,1978069.74927,2007740.795509,8030.963182,1999709.832327,21640.083057,2185648.294759,174851863.58,218564729.48
1459,1997850.446763,2027818.203464,8111.272814,2019706.93065,21856.483888,2207504.778646,176600382.29,220750377.86
1460,2017828.95123,2048096.385499,8192.385542,2039903.999957,22075.048726,2229579.827373,178366386.19,222957882.74
1461,2038007.240743,2068577.349354,8274.309397,2060303.039957,22295.799214,2251875.626586,180150050.13,225187462.66
1462,2058387.31315,2089263.122847,8357.052491,2080906.070356,22518.757206,2274394.383792,181951550.7,227439338.38
1463,2078971.186282,2110155.754076,8440.623016,2101715.13106,22743.944778,2297138.32857,183771066.29,229713732.86
1464,2099760.898145,2131257.311617,8525.029246,2122732.28237,22971.384226,2320109.712796,185608777.02,232010871.28
1465,2120758.507126,2152569.884733,8610.279539,2143959.605194,23201.098068,2343310.810864,187464864.87,234330981.09
1466,2141966.092197,2174095.58358,8696.382334,2165399.201246,23433.109049,2366743.919912,189339513.59,236674291.99
1467,2163385.753119,2195836.539416,8783.346158,2187053.193258,23667.440139,2390411.360052,191232908.8,239041036.01
1468,2185019.61065,2217794.90481,8871.179619,2208923.725191,23904.114541,2414315.474592,193145237.97,241431447.46
1469,2206869.806757,2239972.853858,8959.891415,2231012.962443,24143.155686,2438458.630278,195076690.42,243845763.03
1470,2228938.504824,2262372.582397,9049.49033,2253323.092067,24384.587243,2462843.217521,197027457.4,246284221.75
1471,2251227.889873,2284996.308221,9139.985233,2275856.322988,24628.433115,2487471.650636,198997732.05,248747065.06
1472,2273740.168771,2307846.271303,9231.385085,2298614.886218,24874.717446,2512346.368082,200987709.45,251234536.81
1473,2296477.570459,2330924.734016,9323.698936,2321601.03508,25123.464621,2537469.832703,202997586.62,253746883.27
1474,2319442.346164,2354233.981356,9416.935925,2344817.045431,25374.699267,2562844.53197,205027562.56,256284353.2
1475,2342636.769625,2377776.32117,9511.105285,2368265.215885,25628.44626,2588472.97823,207077838.26,258847197.82
1476,2366063.137322,2401554.084381,9606.216338,2391947.868044,25884.730722,2614357.708952,209148616.72,261435670.9
1477,2389723.768695,2425569.625225,9702.278501,2415867.346724,26143.57803,2640501.286982,211240102.96,264050028.7
1478,2413621.006382,2449825.321478,9799.301286,2440026.020192,26405.01381,2666906.300791,213352504.06,266690530.08
1479,2437757.216446,2474323.574692,9897.294299,2464426.280394,26669.063948,2693575.364739,215486029.18,269357436.47
1480,2462134.78861,2499066.810439,9996.267242,2489070.543197,26935.754587,2720511.119327,217640889.55,272051011.93
1481,2486756.136496,2524057.478544,10096.229914,2513961.248629,27205.112133,2747716.23146,219817298.52,274771523.15
1482,2511623.697861,2549298.053329,10197.192213,2539100.861116,27477.163255,2775193.394715,222015471.58,277519239.47
1483,2536739.93484,2574791.033862,10299.164135,2564491.869727,27751.934887,2802945.329602,224235626.37,280294432.96
1484,2562107.334188,2600538.944201,10402.155777,2590136.788424,28029.454236,2830974.783838,226477982.71,283097378.38
1485,2587728.40753,2626544.333643,10506.177335,2616038.156308,28309.748778,2859284.532616,228742762.61,285928353.26
1486,2613605.691605,2652809.776979,10611.239108,2642198.537871,28592.846266,2887877.378882,231030190.31,288787637.89
1487,2639741.748521,2679337.874749,10717.351499,2668620.52325,28878.774729,2916756.153611,233340492.29,291675515.36
1488,2666139.166007,2706131.253497,10824.525014,2695306.728483,29167.562476,2945923.716087,235673897.29,294592271.61
1489,2692800.557667,2733192.566032,10932.770264,2722259.795768,29459.238101,2975382.954188,238030636.34,297538195.42
1490,2719728.563243,2760524.491692,11042.097967,2749482.393725,29753.830482,3005136.78467,240410942.77,300513578.47
1491,2746925.848876,2788129.736609,11152.518946,2776977.217662,30051.368787,3035188.153457,242815052.28,303518715.35
1492,2774395.107365,2816011.033975,11264.044136,2804746.989839,30351.882475,3065540.035931,245243202.87,306553903.59
1493,2802139.058438,2844171.144315,11376.684577,2832794.459737,30655.401299,3096195.437231,247695634.98,309619443.72
1494,2830160.449023,2872612.855758,11490.451423,2861122.404335,30961.955312,3127157.392543,250172591.4,312715639.25
1495,2858462.053513,2901338.984315,11605.355937,2889733.628378,31271.574865,3158428.967408,252674317.39,315842796.74
1496,2887046.674048,2930352.374159,11721.409497,2918630.964662,31584.290614,3190013.258022,255201060.64,319001225.8
1497,2915917.140788,2959655.8979,11838.623592,2947817.274309,31900.13352,3221913.391543,257753071.32,322191239.15
1498,2945076.312196,2989252.456879,11957.009828,2977295.447052,32219.134855,3254132.526398,260330602.11,325413152.64
1499,2974527.075318,3019144.981448,12076.579926,3007068.401522,32541.326204,3286673.852602,262933908.21,328667285.26
1500,3004272.346071,3049336.431262,12197.345725,3037139.085537,32866.739466,3319540.592068,265563247.37,331953959.21
