Trade No.,Buy,Sell @ 2%,Total Fees,Net Profit,Total Capital,Growth %,Brokerage,STT 0.1%,T C 0.0030699%,SEBI 10/crore,Stamp Duty 0.015%,DP,income tax 30%
670,3501156.906,3571180.045,7892.896496,62130.24163,4363152.843,96858.95208,47.2,7072.336951,217.1136721,7.072336951,525.173536,24,18639.07249
671,3536168.475,3606891.845,7971.113461,62752.25605,4407079.423,97835.09828,47.2,7143.06032,219.2848088,7.14306032,530.4252713,24,18825.67681
672,3571530.16,3642960.763,8050.112595,63380.49061,4451445.766,98821.01703,47.2,7214.490924,221.4776569,7.214490924,535.729524,24,19014.14718
673,3607245.462,3679390.371,8129.901721,64015.00752,4496256.271,99816.80603,47.2,7286.635833,223.6924334,7.286635833,541.0868193,24,19204.50225
674,3643317.916,3716184.275,8210.488739,64655.86959,4541515.38,100822.564,47.2,7359.502191,225.9293578,7.359502191,546.4976875,24,19396.76088
675,3679751.096,3753346.118,8291.881626,65303.14029,4587227.578,101838.3906,47.2,7433.097213,228.1886513,7.433097213,551.9626643,24,19590.94209
676,3716548.607,3790879.579,8374.088442,65956.88369,4633397.397,102864.3866,47.2,7507.428185,230.4705379,7.507428185,557.482291,24,19787.06511
677,3753714.093,3828788.374,8457.117327,66617.16453,4680029.412,103900.6536,47.2,7582.502467,232.7752432,7.582502467,563.0571139,24,19985.14936
678,3791251.234,3867076.258,8540.9765,67284.04817,4727128.246,104947.2944,47.2,7658.327492,235.1029957,7.658327492,568.687685,24,20185.21445
679,3829163.746,3905747.021,8625.674265,67957.60065,4774698.566,106004.4126,47.2,7734.910767,237.4540256,7.734910767,574.3745619,24,20387.2802
680,3867455.383,3944804.491,8711.219008,68637.88866,4822745.088,107072.1131,47.2,7812.259874,239.8285659,7.812259874,580.1183075,24,20591.3666
681,3906129.937,3984252.536,8797.619198,69324.97955,4871272.574,108150.5016,47.2,7890.382473,242.2268515,7.890382473,585.9194906,24,20797.49386
682,3945191.237,4024095.061,8884.88339,70018.94134,4920285.833,109239.6852,47.2,7969.286298,244.6491201,7.969286298,591.7786855,24,21005.6824
683,3984643.149,4064336.012,8973.020224,70719.84275,4969789.723,110339.7716,47.2,8048.979161,247.0956113,8.048979161,597.6964723,24,21215.95283
684,4024489.58,4104979.372,9062.038426,71427.75318,5019789.15,111450.87,47.2,8129.468952,249.5665674,8.129468952,603.6734371,24,21428.32595
685,4064734.476,4146029.166,9151.94681,72142.74271,5070289.07,112573.0904,47.2,8210.763642,252.062233,8.210763642,609.7101714,24,21642.82281
686,4105381.821,4187489.457,9242.754278,72864.88214,5121294.487,113706.5442,47.2,8292.871278,254.5828554,8.292871278,615.8072731,24,21859.46464
687,4146435.639,4229364.352,9334.469821,73594.24296,5172810.458,114851.3435,47.2,8375.799991,257.1286839,8.375799991,621.9653459,24,22078.27289
688,4187899.996,4271657.995,9427.102519,74330.89739,5224842.086,116007.6019,47.2,8459.557991,259.6999708,8.459557991,628.1849993,24,22299.26922
689,4229778.996,4314374.575,9520.661544,75074.91837,5277394.529,117175.434,47.2,8544.153571,262.2969705,8.544153571,634.4668493,24,22522.47551
690,4272076.785,4357518.321,9615.15616,75826.37955,5330472.994,118354.9554,47.2,8629.595107,264.9199402,8.629595107,640.8115178,24,22747.91386
691,4314797.553,4401093.504,9710.595721,76585.35535,5384082.743,119546.2832,47.2,8715.891058,267.5691396,8.715891058,647.219633,24,22975.6066
692,4357945.529,4445104.439,9806.989679,77351.9209,5438229.088,120749.5353,47.2,8803.049968,270.244831,8.803049968,653.6918293,24,23205.57627
693,4401524.984,4489555.484,9904.347575,78126.15211,5492917.394,121964.831,47.2,8891.080468,272.9472793,8.891080468,660.2287476,24,23437.84563
694,4445540.234,4534451.039,10002.67905,78908.12563,5548153.082,123192.2907,47.2,8979.991273,275.6767521,8.979991273,666.8310351,24,23672.43769
695,4489995.636,4579795.549,10101.99384,79697.91889,5603941.625,124432.0361,47.2,9069.791185,278.4335196,9.069791185,673.4993455,24,23909.37567
696,4534895.593,4625593.505,10202.30178,80495.61007,5660288.552,125684.1901,47.2,9160.489097,281.2178548,9.160489097,680.2343389,24,24148.68302
697,4580244.549,4671849.44,10303.6128,81301.27817,5717199.447,126948.8766,47.2,9252.093988,284.0300333,9.252093988,687.0366823,24,24390.38345
698,4626046.994,4718567.934,10405.93693,82115.00296,5774679.949,128226.2211,47.2,9344.614928,286.8703337,9.344614928,693.9070491,24,24634.50089
699,4672307.464,4765753.613,10509.2843,82936.86499,5832735.755,129516.3501,47.2,9438.061077,289.739037,9.438061077,700.8461196,24,24881.0595
700,4719030.539,4813411.149,10613.66514,83766.94564,5891372.617,130819.3915,47.2,9532.441688,292.6364274,9.532441688,707.8545808,24,25130.08369
701,4766220.844,4861545.261,10719.08979,84605.32709,5950596.346,132135.4743,47.2,9627.766105,295.5627917,9.627766105,714.9331266,24,25381.59813
702,4813883.053,4910160.714,10825.56869,85452.09236,6010412.81,133464.7291,47.2,9724.043766,298.5184196,9.724043766,722.0824579,24,25635.62771
703,4862021.883,4959262.321,10933.11237,86307.32529,6070827.938,134807.2875,47.2,9821.284204,301.5036038,9.821284204,729.3032825,24,25892.19759
704,4910642.102,5008854.944,11041.7315,87171.11054,6131847.715,136163.2826,47.2,9919.497046,304.5186398,9.919497046,736.5963153,24,26151.33316
705,4959748.523,5058943.493,11151.43681,88043.53365,6193478.189,137532.8486,47.2,10018.69202,307.5638262,10.01869202,743.9622784,24,26413.06009
706,5009346.008,5109532.928,11262.23918,88924.68098,6255725.465,138916.1215,47.2,10118.87894,310.6394645,10.11887894,751.4019012,24,26677.40429
707,5059439.468,5160628.258,11374.14957,89814.63979,6318595.713,140313.2381,47.2,10220.06773,313.7458591,10.22006773,758.9159202,24,26944.39194
708,5110033.863,5212234.54,11487.17907,90713.49819,6382095.162,141724.3369,47.2,10322.2684,316.8833177,10.3222684,766.5050794,24,27214.04946
709,5161134.202,5264356.886,11601.33886,91621.34517,6446230.104,143149.5579,47.2,10425.49109,320.0521509,10.42549109,774.1701302,24,27486.40355
710,5212745.544,5317000.454,11716.64025,92538.27062,6511006.893,144589.0421,47.2,10529.746,323.2526724,10.529746,781.9118315,24,27761.48119
711,5264872.999,5370170.459,11833.09465,93464.36533,6576431.949,146042.9322,47.2,10635.04346,326.4851991,10.63504346,789.7309498,24,28039.3096
712,5317521.729,5423872.164,11950.7136,94399.72098,6642511.754,147511.3723,47.2,10741.39389,329.7500511,10.74139389,797.6282593,24,28319.91629
713,5370696.946,5478110.885,12069.50873,95344.43019,6709252.855,148994.5079,47.2,10848.80783,333.0475516,10.84880783,805.6045419,24,28603.32906
714,5424403.916,5532891.994,12189.49182,96298.58649,6776661.865,150492.4859,47.2,10957.29591,336.3780271,10.95729591,813.6605874,24,28889.57595
715,5478647.955,5588220.914,12310.67474,97262.28436,6844745.464,152005.4548,47.2,11066.86887,339.7418074,11.06686887,821.7971932,24,29178.68531
716,5533434.434,5644103.123,12433.06949,98235.6192,6913510.398,153533.5644,47.2,11177.53756,343.1392255,11.17753756,830.0151652,24,29470.68576
717,5588768.779,5700544.154,12556.68818,99218.68739,6982963.479,155076.9662,47.2,11289.31293,346.5706177,11.28931293,838.3153168,24,29765.60622
718,5644656.467,5757549.596,12681.54306,100211.5863,7053111.589,156635.8131,47.2,11402.20606,350.0363239,11.40220606,846.69847,24,30063.47588
719,5701103.031,5815125.092,12807.64649,101214.4141,7123961.679,158210.2595,47.2,11516.22812,353.5366872,11.51622812,855.1654547,24,30364.32424
720,5758114.062,5873276.343,12935.01096,102227.2703,7195520.768,159800.4615,47.2,11631.3904,357.072054,11.6313904,863.7171092,24,30668.18108
721,5815695.202,5932009.106,13063.64907,103250.255,7267795.947,161406.5766,47.2,11747.70431,360.6427746,11.74770431,872.3542803,24,30975.07649
722,5873852.154,5991329.197,13193.57356,104283.4695,7340794.376,163028.7639,47.2,11865.18135,364.2492023,11.86518135,881.0778231,24,31285.04086
723,5932590.676,6051242.489,13324.79729,105327.0162,7414523.287,164667.1842,47.2,11983.83316,367.8916943,11.98383316,889.8886014,24,31598.10487
724,5991916.582,6111754.914,13457.33327,106380.9984,7488989.986,166321.9997,47.2,12103.6715,371.5706113,12.1036715,898.7874874,24,31914.29951
725,6051835.748,6172872.463,13591.1946,107445.5204,7564201.85,167993.3744,47.2,12224.70821,375.2863174,12.22470821,907.7753622,24,32233.65611
726,6112354.106,6234601.188,13726.39455,108520.6876,7640166.331,169681.474,47.2,12346.95529,379.0391806,12.34695529,916.8531159,24,32556.20627
727,6173477.647,6296947.2,13862.94649,109606.6064,7716890.956,171386.4657,47.2,12470.42485,382.8295724,12.47042485,926.021647,24,32881.98193
728,6235212.423,6359916.672,14000.86396,110703.3845,7794383.325,173108.5183,47.2,12595.1291,386.6578681,12.5951291,935.2818635,24,33211.01535
729,6297564.548,6423515.838,14140.1606,111811.1304,7872651.116,174847.8026,47.2,12721.08039,390.5244468,12.72108039,944.6346821,24,33543.33911
730,6360540.193,6487750.997,14280.8502,112929.9537,7951702.084,176604.4908,47.2,12848.29119,394.4296912,12.84829119,954.081029,24,33878.9861
731,6424145.595,6552628.507,14422.9467,114059.9652,8031544.059,178378.7569,47.2,12976.7741,398.3739882,12.9767741,963.6218392,24,34217.98956
732,6488387.051,6618154.792,14566.46417,115201.2768,8112184.953,180170.7767,47.2,13106.54184,402.357728,13.10654184,973.2580576,24,34560.38305
733,6553270.921,6684336.34,14711.41681,116354.0016,8193632.754,181980.7279,47.2,13237.60726,406.3813053,13.23760726,982.9906382,24,34906.20048
734,6618803.631,6751179.703,14857.81898,117518.2536,8275895.532,183808.7896,47.2,13369.98333,410.4451184,13.36998333,992.8205446,24,35255.47609
735,6684991.667,6818691.5,15005.68517,118694.1482,8358981.436,185655.143,47.2,13503.68317,414.5495695,13.50368317,1002.74875,24,35608.24445
736,6751841.584,6886878.415,15155.03002,119881.8017,8442898.697,187519.971,47.2,13638.72,418.6950652,13.63872,1012.776238,24,35964.5405
737,6819359.999,6955747.199,15305.86832,121081.3317,8527655.629,189403.4584,47.2,13775.1072,422.8820159,13.7751072,1022.904,24,36324.3995
738,6887553.599,7025304.671,15458.21501,122292.857,8613260.629,191305.7918,47.2,13912.85827,427.1108361,13.91285827,1033.13304,24,36687.8571
739,6956429.135,7095557.718,15612.08516,123516.4976,8699722.177,193227.1595,47.2,14051.98685,431.3819444,14.05198685,1043.46437,24,37054.94927
740,7025993.427,7166513.295,15767.49401,124752.3745,8787048.839,195167.752,47.2,14192.50672,435.6957639,14.19250672,1053.899014,24,37425.71236
741,7096253.361,7238178.428,15924.45695,126000.6103,8875249.266,197127.7615,47.2,14334.43179,440.0527215,14.33443179,1064.438004,24,37800.18308
742,7167215.895,7310560.213,16082.98952,127261.3284,8964332.196,199107.3821,47.2,14477.77611,444.4532487,14.47777611,1075.082384,24,38178.39851
743,7238888.054,7383665.815,16243.10741,128534.6537,9054306.454,201106.8101,47.2,14622.55387,448.8977812,14.62255387,1085.833208,24,38560.3961
744,7311276.934,7457502.473,16404.82649,129820.7122,9145180.952,203126.2434,47.2,14768.77941,453.386759,14.76877941,1096.69154,24,38946.21366
745,7384389.703,7532077.498,16568.16275,131119.6313,9236964.694,205165.8821,47.2,14916.4672,457.9206266,14.9164672,1107.658456,24,39335.8894
746,7458233.601,7607398.273,16733.13238,132431.5396,9329666.772,207225.9283,47.2,15065.63187,462.4998329,15.06563187,1118.73504,24,39729.46189
747,7532815.937,7683472.255,16899.7517,133756.567,9423296.369,209306.586,47.2,15216.28819,467.1248312,15.21628819,1129.92239,24,40126.97011
748,7608144.096,7760306.978,17068.03722,135094.8447,9517862.76,211408.0613,47.2,15368.45107,471.7960795,15.36845107,1141.221614,24,40528.45341
749,7684225.537,7837910.048,17238.00559,136446.5051,9613375.314,213530.5625,47.2,15522.13558,476.5140403,15.52213558,1152.633831,24,40933.95154
750,7761067.792,7916289.148,17409.67365,137811.6822,9709843.491,215674.2998,47.2,15677.35694,481.2791807,15.67735694,1164.160169,24,41343.50466
751,7838678.47,7995452.04,17583.05838,139190.511,9807276.849,217839.4855,47.2,15834.13051,486.0919725,15.83413051,1175.801771,24,41757.15331
752,7917065.255,8075406.56,17758.17697,140583.1281,9905685.039,220026.3342,47.2,15992.47181,490.9528922,15.99247181,1187.559788,24,42174.93844
753,7996235.907,8156160.626,17935.04674,141989.6714,10005077.81,222235.0624,47.2,16152.39653,495.8624212,16.15239653,1199.435386,24,42596.90142
754,8076198.266,8237722.232,18113.6852,143410.2801,10105465,224465.889,47.2,16313.9205,500.8210454,16.3139205,1211.42974,24,43023.08404
755,8156960.249,8320099.454,18294.11006,144845.0949,10206856.57,226719.0349,47.2,16477.0597,505.8292558,16.4770597,1223.544037,24,43453.52848
756,8238529.852,8403300.449,18476.33916,146294.2579,10309262.55,228994.7234,47.2,16641.8303,510.8875484,16.6418303,1235.779478,24,43888.27736
757,8320915.15,8487333.453,18660.39055,147757.9125,10412693.09,231293.1798,47.2,16808.2486,515.9964239,16.8082486,1248.137273,24,44327.37374
758,8404124.302,8572206.788,18846.28245,149236.2036,10517158.43,233614.6318,47.2,16976.33109,521.1563881,16.97633109,1260.618645,24,44770.86107
759,8488165.545,8657928.856,19034.03328,150729.2776,10622668.93,235959.3095,47.2,17146.0944,526.367952,17.1460944,1273.224832,24,45218.78328
760,8573047.2,8744508.144,19223.66161,152237.2824,10729235.03,238327.445,47.2,17317.55534,531.6316315,17.31755534,1285.95708,24,45671.18472
761,8658777.672,8831953.226,19415.18623,153760.3672,10836867.28,240719.2729,47.2,17490.7309,536.9479478,17.4907309,1298.816651,24,46128.11016
762,8745365.449,8920272.758,19608.62609,155298.6829,10945576.36,243135.0302,47.2,17665.63821,542.3174273,17.66563821,1311.804817,24,46589.60487
763,8832819.103,9009475.485,19804.00035,156852.3817,11055373.03,245574.9562,47.2,17842.29459,547.7406016,17.84229459,1324.922865,24,47055.71451
764,8921147.294,9099570.24,20001.32835,158421.6175,11166268.16,248039.2924,47.2,18020.71753,553.2180076,18.02071753,1338.172094,24,47526.48526
765,9010358.767,9190565.943,20200.62964,160006.5457,11278272.74,250528.2831,47.2,18200.92471,558.7501877,18.20092471,1351.553815,24,48001.96371
766,9100462.355,9282471.602,20401.92393,161607.3232,11391397.87,253042.1748,47.2,18382.93396,564.3376895,18.38293396,1365.069353,24,48482.19695
767,9191466.978,9375296.318,20605.23117,163224.1084,11505654.74,255581.2165,47.2,18566.7633,569.9810664,18.5667633,1378.720047,24,48967.23252
768,9283381.648,9469049.281,20810.57148,164857.0615,11621054.69,258145.6597,47.2,18752.43093,575.6808771,18.75243093,1392.507247,24,49457.11844
769,9376215.465,9563739.774,21017.9652,166506.3441,11737609.13,260735.7584,47.2,18939.95524,581.4376859,18.93995524,1406.43232,24,49951.90323
770,9469977.619,9659377.172,21227.43285,168172.1195,11855329.61,263351.7691,47.2,19129.35479,587.2520627,19.12935479,1420.496643,24,50451.63586
771,9564677.396,9755970.944,21438.99518,169854.5527,11974227.8,265993.9511,47.2,19320.64834,593.1245834,19.32064834,1434.701609,24,50956.36582
772,9660324.17,9853530.653,21652.67313,171553.8103,12094315.47,268662.5659,47.2,19513.85482,599.0558292,19.51385482,1449.048625,24,51466.14308
773,9756927.411,9952065.959,21868.48786,173270.0604,12215604.51,271357.8779,47.2,19708.99337,605.0463875,19.70899337,1463.539112,24,51981.01811
774,9854496.685,10051586.62,22086.46074,175003.473,12338106.94,274080.1542,47.2,19906.0833,611.0968514,19.9060833,1478.174503,24,52501.04189
775,9953041.652,10152102.49,22306.61335,176754.2197,12461834.89,276829.6643,47.2,20105.14414,617.2078199,20.10514414,1492.956248,24,53026.26591
776,10052572.07,10253623.51,22528.96748,178522.4739,12586800.62,279606.6805,47.2,20306.19558,623.3798981,20.30619558,1507.88581,24,53556.74217
777,10153097.79,10356159.75,22753.54516,180308.4106,12713016.51,282411.478,47.2,20509.25753,629.6136971,20.50925753,1522.964668,24,54092.52319
778,10254628.77,10459721.34,22980.36861,182112.2067,12840495.06,285244.3346,47.2,20714.35011,635.909834,20.71435011,1538.194315,24,54633.66202
779,10357175.05,10564318.56,23209.4603,183934.0408,12969248.88,288105.5308,47.2,20921.49361,642.2689324,20.92149361,1553.576258,24,55180.21224
780,10460746.81,10669961.74,23440.8429,185774.0932,13099290.75,290995.35,47.2,21130.70855,648.6916217,21.13070855,1569.112021,24,55732.22796
781,10565354.27,10776661.36,23674.53933,187632.5461,13230633.53,293914.0785,47.2,21342.01563,655.1785379,21.34201563,1584.803141,24,56289.76384
782,10671007.82,10884427.97,23910.57272,189509.5836,13363290.24,296862.0054,47.2,21555.43579,661.7303233,21.55543579,1600.651172,24,56852.87508
783,10777717.89,10993272.25,24148.96645,191405.3914,13497274.02,299839.4226,47.2,21770.99015,668.3476265,21.77099015,1616.657684,24,57421.61743
784,10885495.07,11103204.97,24389.74411,193320.1574,13632598.13,302846.625,47.2,21988.70005,675.0311028,21.98870005,1632.824261,24,57996.04721
785,10994350.02,11214237.02,24632.92955,195254.0709,13769275.97,305883.9106,47.2,22208.58705,681.7814138,22.20858705,1649.152504,24,58576.22128
786,11104293.52,11326379.39,24878.54685,197207.3236,13907321.1,308951.58,47.2,22430.67292,688.599228,22.43067292,1665.644029,24,59162.19709
787,11215336.46,11439643.19,25126.62032,199180.1089,14046747.18,312049.9373,47.2,22654.97965,695.4852202,22.65497965,1682.300469,24,59754.03266
788,11327489.82,11554039.62,25377.17452,201172.622,14187568.01,315179.2892,47.2,22881.52945,702.4400724,22.88152945,1699.123474,24,60351.78659
789,11440764.72,11669580.02,25630.23427,203185.0602,14329797.56,318339.9457,47.2,23110.34474,709.4644732,23.11034474,1716.114708,24,60955.51806
790,11555172.37,11786275.82,25885.82461,205217.6228,14473449.89,321532.2198,47.2,23341.44819,716.5591179,23.34144819,1733.275855,24,61565.28684
791,11670724.09,11904138.58,26143.97085,207270.511,14618539.25,324756.4278,47.2,23574.86267,723.7247091,23.57486267,1750.608614,24,62181.1533
792,11787431.33,12023179.96,26404.69856,209343.9281,14765080,328012.8889,47.2,23810.6113,730.9619562,23.8106113,1768.1147,24,62803.17844
793,11905305.65,12143411.76,26668.03355,211438.0794,14913086.65,331301.9256,47.2,24048.71741,738.2715757,24.04871741,1785.795847,24,63431.42382
794,12024358.7,12264845.88,26934.00188,213553.1722,15062573.87,334623.8639,47.2,24289.20458,745.6542915,24.28920458,1803.653806,24,64065.95166
795,12144602.29,12387494.34,27202.6299,215689.4159,15213556.47,337979.0326,47.2,24532.09663,753.1108344,24.53209663,1821.690344,24,64706.82478
796,12266048.31,12511369.28,27473.9442,217847.0221,15366049.38,341367.764,47.2,24777.41759,760.6419427,24.77741759,1839.907247,24,65354.10662
797,12388708.8,12636482.97,27747.97164,220026.2043,15520067.72,344790.3939,47.2,25025.19177,768.2483622,25.02519177,1858.30632,24,66007.86129
798,12512595.89,12762847.8,28024.73936,222227.1783,15675626.75,348247.2611,47.2,25275.44369,775.9308458,25.27544369,1876.889383,24,66668.1535
799,12637721.84,12890476.28,28304.27475,224450.1621,15832741.86,351738.7081,47.2,25528.19813,783.6901542,25.52819813,1895.658277,24,67335.04864
800,12764099.06,13019381.04,28586.6055,226695.3757,15991428.63,355265.0806,47.2,25783.48011,791.5270558,25.78348011,1914.614859,24,68008.61272
801,12891740.05,13149574.85,28871.75956,228963.0415,16151702.75,358826.7279,47.2,26041.31491,799.4423263,26.04131491,1933.761008,24,68688.91245
